refcode,chemical_name,color,doi,authors,journal,first_page,volume,date,simplified_color
PODVUB,"catena-[bis(μ5-[4'-(hydroxyphosphinato)biphenyl-4-yl]phosphonato)-bis(μ4-[4'-(hydroxyphosphinato)biphenyl-4-yl]phosphonato)-(μ2-2,2'-bipyrimidine)-bis(μ2-fluoro)-diaqua-octaoxo-di-copper-tetra-uranium hexahydrate]",green,10.1021/ic500220d,"P.O.Adelani, N.D.Cook, J.-M.Babo, P.C.Burns",Inorganic Chemistry,4169,53,2014-05-24,green
POFSIN03,"catena-(bis(μ2-Cyano-C,N)-cadmium carbon tetrachloride clathrate)",colorless,10.1002/anie.200704421,"A.E.Phillips, A.L.Goodwin, G.J.Halder, P.D.Southon, C.J.Kepert","Angewandte Chemie, International Edition",1396,47,2008-10-16,colorless
POHCOG,"catena-[bis(μ2-4,4'-(1,4-phenylene)dipyridine)-decakis(μ2-cyano)-di-iron-hexa-silver N,N-dimethylformamide ethanol solvate]",red,10.1021/ic403069d,"Jin-Yan Li, Zheng Yan, Zhao-Ping Ni, Ze-Min Zhang, Yan-Cong Chen, Wei Liu, Ming-Liang Tong",Inorganic Chemistry,4039,53,2014-05-24,red
POHMAC,"catena-((μ8-1,1':4',1''-terphenyl-2,2',2'',5,5',5''-hexacarboxylato)-tetraaqua-di-gadolinium tetrahydrate)",colorless,10.1021/cg401452p,"Yanli Gai, Feilong Jiang, Lian Chen, Mingyan Wu, Kongzhao Su, Jie Pan, Xiuyan Wan, Maochun Hong",Crystal Growth and Design,1010,14,2014-05-24,colorless
POKGEC,"catena-(bis(μ3-Benzene-1,3,5-tricarboxylato-O,O',O'',O''',O'''')-tris(μ2-1,4-bis(1-imidazolyl)benzene-N,N')-diaqua-tri-nickel(ii) hexahydrate)",green,10.1021/cg800087q,"Yan Qi, Yun-Xia Che, Ji-Min Zheng",Crystal Growth and Design,3602,8,2009-03-09,green
POKSIT,"catena-[tetrakis(μ3-pyrazine-2,3-dicarboxylato)-tetra-aqua-copper-di-thulium tetrahydrate]",,10.1016/j.jssc.2014.03.021,"Qi Yang, Gang Xie, Qing Wei, Sanping Chen, Shengli Gao",Journal of Solid State Chemistry,26,215,2014-05-28,
BETGEO,"catena-[octakis(Nickel) octakis(μ6-5,5',5''-benzene-1,3,5-triyltris(tetrazolato))-tris(μ4-chloro)-dodeca-aqua-dodeca-nickel(ii) tridecachloride hydrate]",blue,10.1039/C3CE27063G,"Ju-Hsiou Liao, Wan-Ting Chen, Cherng-Shiaw Tsai, Chih-Chieh Wang",CrystEngComm,3377,15,2013-05-17,blue
BETGIS,"catena-[sesquikis(Nickel) octakis(μ6-5,5',5''-benzene-1,3,5-triyltris(tetrazolato))-tris(μ4-chloro)-dodeca-aqua-dodeca-nickel(ii) N,N-dimethylformamide solvate hydrate]",blue,10.1039/C3CE27063G,"Ju-Hsiou Liao, Wan-Ting Chen, Cherng-Shiaw Tsai, Chih-Chieh Wang",CrystEngComm,3377,15,2013-05-17,blue
BETGOY,"catena-[hexakis(Cobalt) octakis(μ6-5,5',5''-benzene-1,3,5-triyltris(tetrazolato))-tris(μ4-chloro)-dodeca-cobalt(ii) nonachloride]",pink,10.1039/C3CE27063G,"Ju-Hsiou Liao, Wan-Ting Chen, Cherng-Shiaw Tsai, Chih-Chieh Wang",CrystEngComm,3377,15,2013-05-17,pink
BETHIT,"catena-[sesquikis(Cadmium) octakis(μ6-5,5',5''-benzene-1,3,5-triyltris(tetrazolato))-tris(μ4-chloro)-dodeca-aqua-dodeca-cadmium(ii) N,N-dimethylformamide solvate hydrate]",colorless,10.1039/C3CE27063G,"Ju-Hsiou Liao, Wan-Ting Chen, Cherng-Shiaw Tsai, Chih-Chieh Wang",CrystEngComm,3377,15,2013-05-17,colorless
BEWCUD,"catena-((μ17-5,10,15,20-tetrakis(3,5-bis(4-carboxylatophenyl)phenyl)porphyrinato)-hexaaqua-penta-zinc N,N-dimethylformamide solvate hexahydrate)",purple,10.1039/C3CC00049D,"J.A.Johnson, Qipu Lin, Lai-Chin Wu, N.Obaidi, Z.L.Olson, T.C.Reeson, Yu-Sheng Chen, Jian Zhang",Chemical Communications,2828,49,2013-05-18,purple
BEYKEX,"catena-[(1,4-Diazoniabicyclo[2.2.2]octane) bis(μ4-5-sulfonatobenzene-1,3-dicarboxylato)-diaqua-tetra-oxo-di-uranium(vi) tetrahydrate]",light yellow,10.1039/c3ce26996e,P.Thuery,CrystEngComm,2401,15,2013-05-19,yellow
POLBEX,"catena-(tetrakis(Hexane-1,6-diammonium) tetradecakis(μ4-phosphato)-bis(μ3-hydrogen phosphate)-heptakis(μ2-fluoro)-bis(μ2-hydroxo)-hexadeca-gallium hexahydrate)",,10.1006/jssc.1994.1246,"T.Loiseau, G.Ferey",Journal of Solid State Chemistry,403,111,1995-06-12,
POLYEW,"catena-[bis(μ4-Biphenyl-4,4'-dicarboxylato)-(μ2-4,4'-((2,3,5,6-tetramethyl-1,4-phenylene)diethene-2,1-diyl)dipyridine)-di-zinc acetonitrile solvate]",yellow,10.1039/C4CE01635A,"Yu Ge, Ni-Ya Li, Wei Ma, Dong Liu, Xiao-Yan Tang",CrystEngComm,10949,16,2014-10-23,yellow
POMSER,catena-[tetrakis(μ5-Isophthalato)-bis(1-methylpyrrolidin-2-one)-tetra-calcium monohydrate],colorless,10.1016/j.inoche.2014.07.015,"Maoping Kang, Daibing Luo, Yurong Deng, Ruixiang Li, Zhien Lin",Inorganic Chemistry Communications,52,47,2014-10-24,colorless
POQQES,"catena-[tris(Piperazinediium) decakis(μ4-phosphato-O,O',O'',O''')-bis(μ3-oxo)-bis(μ3-phosphato-O,O',O'')-bis(μ2-hydroxo)-tetra-aqua-hexa-boron-hexa-iron(iii) dihydrate]",colorless,10.1016/j.stam.2007.06.002,"Ya-Xi Huang, Yu.Prots, W.Schnelle, R.Kniep",Science and Technology of Advanced Materials,399,8,2009-09-08,colorless
PORLEP,"catena-[tetrakis(μ3-tris(4-(1H-Imidazol-1-yl)phenyl)amine)-dodecakis(μ3-iodo)-dodeca-copper N,N-dimethylacetamide unknown solvate]",colorless,10.1002/zaac.201400071,"Shan-Shan Liu, Shuai Yuan, Tuo-Ping Hu, Di Sun",Zeitschrift fur Anorganische und Allgemeine Chemie,2030,640,2014-10-28,colorless
POVZUX,"catena-[bis(μ11-Silicato)-tetrakis(μ3-3,5-bis(1H-imidazol-1-yl)pyridine)-bis(μ3-oxo)-hexapentacontakis(μ2-oxo)-deca-aqua-dodeca-oxo-penta-copper(ii)-di-samarium(iii)-docosa-tungsten pentahydrate]",blue,10.1039/C4CE01409J,"Wanli Zhou, Zheyu Zhang, Jun Peng, Xiang Wang, Zhenyu Shi, Guangzhe Li",CrystEngComm,10893,16,2014-10-29,blue
PRIMIN,catena(Tetra-aqua-bis(μ4-hydrogen iminodiacetato)-(μ4-iminodiacetato)-di-praseodymium dichloride trihydrate),,10.3891/acta.chem.scand.28a-0347,"J.Albertsson, A.Oskarsson",Acta Chemica Scandinavica [1989-1999],347,28,1974-09-30,
PUGFOO,"catena-(tris(μ-4,4'-sulfonyldibenzoato)-bis(N,N-dimethylacetamide)-(ethanol)-cobalt-di-manganese N,N-dimethylacetamide solvate)",pale blue,10.1021/ic5018517,"S.Bhattacharya, A.J.Bhattacharyya, S.Natarajan",Inorganic Chemistry,1254,54,2015-03-20,blue
PUGGOP,"catena-(tetrakis(μ-4,4'-sulfonyldibenzoato)-bis(N,N-dimethylacetamide)-tetra-manganese N,N-dimethylacetamide solvate)",pale yellow,10.1021/ic5018517,"S.Bhattacharya, A.J.Bhattacharyya, S.Natarajan",Inorganic Chemistry,1254,54,2015-03-20,yellow
PUGHAC,"catena-(tris(μ-4,4'-sulfonyldibenzoato)-bis(N,N-dimethylacetamide)-(methanol)-tri-manganese N,N-dimethylacetamide solvate)",pale blue,10.1021/ic5018517,"S.Bhattacharya, A.J.Bhattacharyya, S.Natarajan",Inorganic Chemistry,1254,54,2015-03-20,blue
PULHOT,"catena-(1,4-Diazoniabicyclo(2.2.2)octane bis(μ2-hydrogen phosphato)-(μ2-phosphato)-gallium-manganese)",colorless,10.1021/cm9701623,"A.M.Chippindale, A.D.Bond, A.R.Cowley, A.V.Powell",Chemistry of Materials,2830,9,1999-01-07,colorless
PUMNOB,"catena-(tris(μ2-Thiocyanato-N,S)-bis(dimethylformamide)-manganese-mercury)",pale green,10.1007/s10870-009-9607-z,"X.Q.Wang, L.Y.Zhu, J.D.Fan, W.T.Yu, G.Yu, D.Xu",Journal of Chemical Crystallography,93,40,2010-09-06,green
PUMZAZ,"catena-(bis(μ3-(piperidinium-1-ylmethyl)phosphonato-O,O',O'')-octakis(μ2-oxalato)-dodecaaqua-hexa-gadolinium(iii) decahydrate)",colorless,10.1021/cg900995u,"Xinfa Li, Tianfu Liu, Qipu Lin, Rong Cao",Crystal Growth and Design,608,10,2010-09-05,colorless
PUNSOH,"catena-(bis(μ4-2,2'-(1H-Imidazole-1,3(2H)-diyl)diacetato-O,O,O',O'',O'',O''')-(μ4-2,2'-(1H-imidazole-1,3(2H)-diyl)diacetato-O,O',O'',O''')-tetra-aqua-di-lanthanum trihydroxide heptahydrate)",colorless,10.1021/cg901075r,"Xiao-Chuan Chai, Yan-Qiong Sun, Ran Lei, Yi-Ping Chen, Shuai Zhang, Yan-Ning Cao, Han-Hui Zhang",Crystal Growth and Design,658,10,2010-09-15,colorless
PUQXUV,"catena-((μ4-4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoato)-zinc(ii) N,N-dimethylformamide solvate hemihydrate)",colorless,10.1021/cg901181x,"Hai-Long Jiang, Bo Liu, Qiang Xu",Crystal Growth and Design,806,10,2010-09-15,colorless
PURJES,catena-[(μ7-tetrakis(4-Carboxylatophenoxymethyl)methane)-aqua-dimethylformamide-di-zinc(ii) tris(dimethylformamide) clathrate],colorless,10.1039/b913910a,"M.R.Kishan, Jian Tian, P.K.Thallapally, C.A.Fernandez, S.J.Dalgarno, J.E.Warren, B.P.McGrail, J.L.Atwood",Chemical Communications,538,46,2010-06-10,colorless
PUWCOZ,"catena-((μ6-Adamantane-1,3,5,7-tetracarboxylato)-(μ2-aqua)-triaqua-di-nickel(ii) tetrahydrate clathrate)",green,10.1021/ja010825o,"Jaheon Kim, Banglin Chen, T.M.Reineke, Hailian Li, M.Eddaoudi, D.B.Moler, M.O'Keeffe, O.M.Yaghi",Journal of the American Chemical Society,8239,123,2002-10-14,green
PUWDOA,"catena-(bis(μ5-1,3,5-tris(4-Carboxyphenyl)benzene)-(μ3-oxo)-aqua-tri-zinc N,N-dimethylformamide unknown solvate trihydrate)",pale yellow,10.1021/ja010825o,"Jaheon Kim, Banglin Chen, T.M.Reineke, Hailian Li, M.Eddaoudi, D.B.Moler, M.O'Keeffe, O.M.Yaghi",Journal of the American Chemical Society,8239,123,2002-10-14,yellow
PUYHOI,"catena-[hexakis(μ-2,2'-oxydiacetato)-hexaaqua-di-gadolinium-tri-nickel dodecahydrate]",azure,10.1002/chem.201503796,"Jiang-Zhen Qiu, Long-Fei Wang, Yan-Cong Chen, Ze-Min Zhang, Quan-Wen Li, Ming-Liang Tong",Chemistry-A European Journal,802,22,2015-12-16,azure
PUZLAZ,"catena-(Dimethylammonium bis(μ2-thiophene-2,5-dicarboxylato)-indium)",colorless,10.1039/C5CE01886B,"Prabu M., K.S.Asha, M.Sinha, A.Poduval, S.Mandal",CrystEngComm,536,18,2015-12-16,colorless
PUZTOV,catena-[tris(μ-terephthalato)-tri-aqua-calcium-di-cadmium],colorless,10.1016/j.molstruc.2015.12.005,"Haiping Liu, Yanli Dong, Hailiang Ren",Journal of Molecular Structure,294,1108,2015-12-17,colorless
QADKAH01,"catena-(Ammonium (μ6-propane-1,3-diphosphato)-aqua-hydroxy-bis(oxo-vanadium(iv,v)) dihydrate)",dark green,10.1039/a802711k,"D.Riou, G.Ferey",Journal of Materials Chemistry,2733,8,1999-12-16,green
QADVUN,catena-(Ammonium propylammonium (μ5-phosphato)-(μ4-phosphato)-(μ3-hydrogenphosphato)-tri-zinc(ii) clathrate),colorless,10.1021/cg020022s,"S.Mandal, S.Natarajan",Crystal Growth and Design,665,2,2003-05-06,colorless
QADWOK,catena-[bis(μ-hydrogen ((1-oxopyridin-2-yl)methyl)phosphonato)-bis(μ-oxalato)-diaqua-di-terbium hexahydrate],colorless,10.1039/C6CE00023A,"Guang-Tu Wang, Jing-Chuan Zhang, Zeng-Yi Tang, Heng-Tai Zhou, Li Zhang, Rui-Wu Yang, Ping Zou, Ying-Hui Yu, Jin-Sheng Gao, Guang-Feng Hou",CrystEngComm,2437,18,2016-03-15,colorless
QADXAX,catena-[bis(μ-hydrogen ((1-oxopyridin-2-yl)methyl)phosphonato)-bis(μ-oxalato)-diaqua-di-holmium hexahydrate],colorless,10.1039/C6CE00023A,"Guang-Tu Wang, Jing-Chuan Zhang, Zeng-Yi Tang, Heng-Tai Zhou, Li Zhang, Rui-Wu Yang, Ping Zou, Ying-Hui Yu, Jin-Sheng Gao, Guang-Feng Hou",CrystEngComm,2437,18,2016-03-15,colorless
QAFWOM,"catena-(tetrakis(μ-cyano)-(μ-4,4'-bipyridine)-hexamethyl-di-copper-di-lead)",yellow,10.1007/s10904-015-0264-8,"S.E.-D.H.Etaiw, S.N.A.Abdou, A.S.B.El-din",Journal of Inorganic and Organometallic Polymers and Materials,1478,25,2016-03-15,yellow
QAGTOH,"catena-(tetrakis(μ2-1,2-bis(4-Pyridyl)ethene)-di-copper bis(tetrafluoroborate) acetonitrile solvate)",red,10.1016/S0020-1693(99)00203-0,"S.R.Batten, J.C.Jeffery, M.D.Ward",Inorganica Chimica Acta,231,292,1999-12-16,red
QALHAO,"catena-[(μ3-Hydroxo)-tris(μ3-1,2,4-triazolato-N1,N2,N4)-tri-copper(ii) dichloride hexahydrate]",blue,10.1039/C0CC04293E,"T.Yamada, G.Maruta, S.Takeda",Chemical Communications,653,47,2011-02-15,blue
QATLEE,"catena-(bis(1-ethyl-3-methylimidazolium) tetrakis(μ4-naphthalene-1,4-dicarboxylato)-bis(μ4-oxo)-bis(μ3-naphthalene-1,4-dicarboxylato)-hepta-zinc)",yellow,10.1016/j.inoche.2011.09.039,"Jia-Jia Wei, Qing-Yan Liu, Yu-Ling Wang, Ning Zhang, Wu-Fang Wang",Inorganic Chemistry Communications,61,15,2012-06-01,yellow
QATRAG,catena-(bis(μ4-tartarato)-(μ2-oxalato)-diaqua-di-cerium tetrahydrate),colorless,10.1016/j.inoche.2011.10.008,"Yao-Kang Lv, Yun-Long Feng, Jian-Wen Cheng",Inorganic Chemistry Communications,130,15,2012-06-01,colorless
QAWRIQ,"catena-(bis(μ5-2-Aminoterephthalato)-bis(μ4-2-aminoterephthalato)-bis(μ2-2-aminoterephthalato)-tetraaqua-tetra-gadolinium(iii) 4,4'-bipyridine dihydrate)",,10.1016/j.inoche.2005.08.013,"Chong-Bo Liu, Xiang-Jun Zheng, You-You Yang, Lin-Pei Jin",Inorganic Chemistry Communications,1045,8,2006-02-15,
QAYTEP,catena-(tris(μ2-Hexamethylenebis(acetamido))-neodymium(iii) hexakis(nitrato)-neodymium(iii) chloroform solvate),pink,10.1021/ic000673i,"N.P.Chatterton, D.M.L.Goodgame, D.A.Grachvogel, I.Hussain, A.J.P.White, D.J.Williams",Inorganic Chemistry,312,40,2001-04-25,pink
QERZUI,catena-((μ3-Isonicotinato)-(μ2-isonicotinato)-copper(ii) ethanol clathrate),blue,10.1021/cg005519l,"M.E.Chapman, P.Ayyappan, B.M.Foxman, G.T.Yee, Wenbin Lin",Crystal Growth and Design,159,1,2001-05-23,blue
QESYOD,"catena-(bis(μ4-2,2,7,7-Tetramethyl-1,2,3,6,7,8-hexahydrocinnolino(5,4,3-cde)cinnoline)-tetrakis(μ2-iodo)-tetra-copper(i) acetonitrile solvate)",black,,"K.V.Domasevitch, P.V.Solntsev, J.Sieler",Zhurnal Strukturnoi Khimii,S142,46,2007-04-03,black
QETHUT,"catena-(1,3-Dimethylimidazolium tris(μ4-phosphato)-(μ2-fluoro)-tri-aluminium)",colorless,10.1021/cm0615929,"E.R.Parnham, R.E.Morris",Chemistry of Materials,4882,18,2007-04-03,colorless
QEZXEY,"catena-(bis(μ8-Acetylide)-tris(μ4-cyano-C,C,N,N)-pentakis(μ4-trifluoroacetato-O,O,O',O')-decakis(μ3-trifluoroacetato-O,O,O')-bis(μ2-aqua)-penta-aqua-tetracosa-silver(i) bis(tetrafluoroborate) dihydrate)",colorless,10.1021/ja0028727,"Quan-Ming Wang, T.C.W.Mak",Journal of the American Chemical Society,1501,123,2001-05-25,colorless
QEZZAY,catena-[tris(Piperazinediium) (μ3-sulfato)-(μ3-hydroxo)-hexakis(μ2-sulfato)-tri-europium],colorless,10.1021/ic3027682,"Deng Zhang, Yun Lu, Dunru Zhu, Yan Xu",Inorganic Chemistry,3253,52,2013-06-14,colorless
QEZZEC,catena-[tris(Piperazinediium) (μ3-sulfato)-(μ3-hydroxo)-hexakis(μ2-sulfato)-tri-terbium],colorless,10.1021/ic3027682,"Deng Zhang, Yun Lu, Dunru Zhu, Yan Xu",Inorganic Chemistry,3253,52,2013-06-14,colorless
QIFLEY,"catena-((μ4-bis(3,5-bis(4-Pyridyl)phenyl) ether)-(μ2-4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)dibenzoato-O,O',O'')-(4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoato-O,O,O')-triaqua-di-cadmium monohydrate)",colorless,10.1021/cg400180j,"Ling Qin, Jinsong Hu, Mingdao Zhang, Qingxiang Yang, Yizhi Li, Hegen Zheng",Crystal Growth and Design,2111,13,2013-06-14,colorless
QIFTUW,"catena-[bis(μ8-but-2-yne-1,4-diylidene)-hexakis(μ3-trifluoroacetato)-tris(μ2-2-methylpyrazine)-tetrakis(μ2-trifluoroacetato)-tetra-aqua-tetradeca-silver dihydrate]",yellow,10.1021/om300838r,"Ting Hu, Liang Zhao, T.C.W.Mak",Organometallics,7539,31,2013-06-14,yellow
QILBUK,"catena-[bis(μ5-4',4'',4'''-Nitrilotribiphenyl-4-carboxylato)-(μ2-4,4'-propane-1,3-diyldipyridine)-(1,3-dimethyltetrahydropyrimidin-2(1H)-one)-tri-zinc(ii) 1,3-dimethyltetrahydropyrimidin-2(1H)-one solvate]",yellow,10.1039/C3CC47286H,"Yan-Ping He, Yan-Xi Tan, Jian Zhang",Chemical Communications,11323,49,2013-10-26,yellow
QIPROY,"catena-((μ4-3-(3-(Pyridin-3-yloxy)-2,2-bis((pyridin-3-yloxy)methyl)propoxy)pyridine)-diaqua-copper unknown solvate)",blue,10.1039/C3RA44348E,"Weiting Yang, Fei-Yan Yi, Xiao-Dong Li, Lei Wang, Song Dang, Zhong-Ming Sun",RSC Advances,25065,3,2013-10-29,blue
QIVJAG,"catena-(2-(1-Methylpyridinium-4-yl)-4,4,5,5-tetramethylimidazoline-1-oxyl-3-oxide bis(μ2-oxalato-O,O',O'',O''')-(μ2-oxalato-O,O',O'')-chromium(iii)-aqua-manganese(ii) dihydrate)",green,10.1002/1521-3773(20010216)40:4<792::AID-ANIE7920>3.3.CO;2-C,"G.Ballester, E.Coronado, C.Gimenez-Saiz, F.M.Romero","Angewandte Chemie, International Edition",792,40,2001-07-19,green
QIYBUX,catena-[bis(μ2-Ethyl(methyl)bis(4-pyridyl)silane)-silver hexafluorophosphate methanol solvate],colorless,10.1016/j.molstruc.2014.01.039,"M.Park, Jaeseong Jang, So Yun Moon, Ok-Sang Jung",Journal of Molecular Structure,89,1062,2014-03-20,colorless
QIYCEI,catena-[(μ2-Diethylbis(4-pyridyl)silane)-(μ2-ethyl(methyl)bis(4-pyridyl)silane)-silver hexafluorophosphate methanol solvate],colorless,10.1016/j.molstruc.2014.01.039,"M.Park, Jaeseong Jang, So Yun Moon, Ok-Sang Jung",Journal of Molecular Structure,89,1062,2014-03-20,colorless
QIYCOS,"catena-[(μ2-Ethyl(methyl)bis(4-pyridyl)silane)-(μ2-4,4'-silolane-1,1-diyldipyridine)-silver hexafluorophosphate monohydrate]",colorless,10.1016/j.molstruc.2014.01.039,"M.Park, Jaeseong Jang, So Yun Moon, Ok-Sang Jung",Journal of Molecular Structure,89,1062,2014-03-20,colorless
QIYDAF,"catena-[tetrakis(μ6-1,3,5-tris((4-Carboxylatophenyl)ethynyl)benzene)-hexa-aqua-hexa-copper unknown solvate]",greenish blue,10.1002/chem.201304856,"Nianyong Zhu, M.J.Lennox, G.Tobin, L.Goodman, T.Duren, Wolfgang Schmitt",Chemistry-A European Journal,3595,20,2014-03-20,greenish blue
QIYDEJ,"catena-[tetrakis(μ6-1,3,5-tris((4-Carboxylatophenyl)ethynyl)benzene)-(μ2-4,4'-bipyridine)-tetra-aqua-hexa-copper unknown solvate]",blue,10.1002/chem.201304856,"Nianyong Zhu, M.J.Lennox, G.Tobin, L.Goodman, T.Duren, Wolfgang Schmitt",Chemistry-A European Journal,3595,20,2014-03-20,blue
QIZLIW,"catena-[bis(μ6-benzene-1,3,5-tricarboxylato)-(μ5-trioxoselenato)-(μ2-aqua)-aqua-tetra-copper hexahydrate]",blue,10.1039/C4CE00091A,"G.S.Papaefstathiou, K.S.Subrahmanyam, G.S.Armatas, C.D.Malliakas, M.G.Kanatzidis, M.J.Manos",CrystEngComm,3483,16,2014-03-21,blue
QOBWEJ,"catena-(bis(Propane-1,3-diammonium) tetrakis(μ4-phosphato)-tetra-zinc)",colorless,10.1021/cm000283u,"S.Neeraj, S.Natarajan",Chemistry of Materials,2753,12,2001-07-31,colorless
QOBWIN,"catena-(bis(Propane-1,3-diammonium) tetrakis(μ4-phosphato)-(μ3-hydrogen phosphato)-aqua-penta-zinc)",colorless,10.1021/cm000283u,"S.Neeraj, S.Natarajan",Chemistry of Materials,2753,12,2001-07-31,colorless
QOCRUW,"catena-(bis(μ4-1,4-Benzenedicarboxylato-O,O,O',O'',O''')-(μ4-1,4-benzenedicarboxylato-O,O',O'',O''')-bis(N,N-diethylformamide)-di-lanthanum(iii))",colorless,10.1016/j.ica.2007.10.043,"Li-Qiong Yu, Ru-Dan Huang, Yan-Qing Xu, Tian-Fu Liu, Wei Chu, Chang-Wen Hu",Inorganica Chimica Acta,2115,361,2008-09-17,colorless
QODHUO01,"catena-[bis(bis(μ3-2,4,6-tri(pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxido)-octakis(μ2-oxido)-tetradecakis(oxido)-octa-molybdenum]",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QODHUO04,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QODHUO05,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QODHUO06,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QODHUO08,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QODHUO09,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QODHUO13,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QOFDIA05,"catena-(bis(bis(μ3-2,4,6-tris(Pyridin-4-yl)-1,3,5-triazine)-di-silver) tetrakis(μ3-oxo)-octakis(μ2-oxo)-tetradecaoxo-octa-molybdenum)",brown,10.1039/C3DT53580K,"Lei Zhang, Xiaofei Kuang, Xiaoyuan Wu, Wenbin Yang, Canzhong Lu",Dalton Transactions,7146,43,2014-03-27,brown
QOGREK,"catena-[bis(μ2-1,4-bis(1,2,4-Triazol-1-yl)butane-N4,N4')-diaqua-cadmium bis(tetrafluoroborate)]",colorless,10.1016/j.inoche.2008.05.037,"Jiangang Ding, Xungao Liu, Baolong Li, Liyan Wang, Yong Zhang",Inorganic Chemistry Communications,1079,11,2009-03-02,colorless
QONLEM,catena-(tetrakis(μ3-5-(4-Pyridyl)tetrazolato)-bis(μ2-azido)-bis(dimethylformamide)-tri-copper perhydronaphthalene solvate monohydrate),green,10.1021/ic5008457,"Yuan-Chun He, Jin Yang, Ying-Ying Liu, Jian-Fang Ma",Inorganic Chemistry,7527,53,2014-08-15,green
QONQAM,catena-(bis((μ4-terephthalato)-(μ2-hydroxo)-aluminium(iii)) ferrocene clathrate),yellow,10.1039/b820882b,"M.Meilikhov, K.Yusenko, R.A.Fischer",Dalton Transactions,600,,2009-06-25,yellow
QONQEQ,catena-(tris((μ4-terephthalato)-(μ2-hydroxo)-aluminium(iii)) 1-ferrocenealdehyde clathrate),red,10.1039/b820882b,"M.Meilikhov, K.Yusenko, R.A.Fischer",Dalton Transactions,600,,2009-06-25,red
QOPPOC,"catena-[tetrakis(μ-1-amino-2,2-dicyanoethenolato)-methanol-aqua-tri-copper]",orange,10.1021/cm502189c,"L.J.McCormick, S.G.Duyker, A.W.Thornton, C.S.Hawes, M.R.Hill, V.K.Peterson, S.R.Batten, D.R.Turner",Chemistry of Materials,4640,26,2014-08-18,orange
QOQWOK01,catena-(tetrakis(μ3-4-(Pyridin-4-yl)benzoato)-di-manganese dimethylformamide solvate),colorless,10.1007/s11426-013-5048-9,"Hao Long Zhou, Mian Li, Dan Li, Jie Peng Zhang, Xiao Ming Chen",Science China Chemistry,365,57,2014-08-19,colorless
QOVDEL,"catena-((μ8-N,N'-piperazine-bis(methylenephosphonato))-di-aqua-di-nickel(ii))",green,10.1021/ja804936z,"S.R.Miller, G.M.Pearce, P.A.Wright, F.Bonino, S.Chavan, S.Bordiga, I.Margiolaki, N.Guillou, G.Ferey, S.Bourrelly, P.L.Llewellyn",Journal of the American Chemical Society,15967,130,2009-06-25,green
